,document_id,clean_text,sentiment
99,doc_100,how does james cameron do it how does he manage to take a hokey transparent story and make it work it is amazing just like with titanic mr cameron creates a great movie out of an old story the movie is great because it grabs and keeps the audiences interest also mr cameron takes cgi to a new level of sophistication so much so that soon the cgi and the real acting merge as one and it works having expected this movie to be little more than a long cartoon surprisingly the movie is a work of cinematic art and not just an animated feature with voice overs added the cast is superb especially stephen lang who plays perhaps the most challenging role and the always lovely michelle rodriguez who gives a strong performance as a soldier with a heart if this movie proves anything it is that michelle rodriguez is one of the finest actors in hollywood today and beautiful too,positive
100,doc_101,defying all analytical expectations james camerons followup to titanic not only proved commercially successful but actually outgrossed its colossal predecessor yet the mantle of historys highestgrossing film is not easily borne by the end of january with billion worth of ticket sales behind it one finds it impossible not to form unrealistic expectations before a firsttime viewing avatar succeeds admirably in many regards but also disappoints in a few in a purely technical sense the film is a masterpiece camerons use of the 3d technology particularly viewed on the mammoth imax screens isnt gimmicky enough to draw attention to itself but instead strives to immerse the viewer in the incredible computer generated landscapes of pandora where ferns brush against your face and insects buzz lazily through your field of vision this is the closest weve got so far to a visceral immersive cinema experiencewhere i did take issue with avatar was its screenplay we know that cameron is a capable screenwriter both of the terminator films and true lies were impeccablyscripted action films but here he traipses a wellworn path the story strongly indebted to the story of pocahantas and every other cinematic derivative never and i really mean never takes an unexpected course this painful predictability did inevitably detract from my enjoyment because one would expect a majestic otherworld like pandora to be fruitful with unexpected delights and yet cameron delivers few also quality sciencefiction films are rare nowadays and i didnt particularly like how avatar had morphed into fullblown mystic fantasy by its conclusion i recently rewatched ridley scotts alien and was entranced by the simple act of exploring a foreign planet such sequences too were the clear highlight of camerons film,positive
101,doc_102,im going to be frank james camerons scifi epic avatar his first feature film since 1997s titanic is handsdown the best movie ive seen so far this year i mean that prior to that it was district im going to be even more frank ive been pretty disappointed by the movies this year i thought the aforementioned district was utterly brilliant drag me to hell is also worthy of some great mention and so was terminator salvation so the question is was avatar worth the 12year waitin a nutshell hell yeslets do a rundown of the usual james cameron trademarkssimple but captivating and engrossing scifi story checksimple but wellcrafted dialogue checkgroundbreaking special effects checklots of appearances of the color blue checkstrong female characters checkeffective leftleaning social commentary checkliberal doses of humor checkevocative musical score checkan utterly wellcrafted and damnbrilliant scifi film with some some is italicized footing in reality check check and triplecheckthe film is set in the year note that it takes place years before camerons own film aliens on the distant alien moon pandora pandora has since been colonized by humans who are there looking to profit from its enormous supply of precious minerals this has put humans at odds with the indigenous population towering blueskinned sentient humanoids called navi and other beautiful albeit terrifying forms of extraterrestrial lifeforms the navi arent your typical extraterrestrial primitives they are more than a physical match for the heavily armed military forces of earth and they arent going to roll over and let their home be ravaged by greedy capitalists sounds familiar doesnt itthe military does have a plan theyre going to send one of their own a paraplegic space marine named jake sully sam worthington to live amongst the navi as a navi it turns out that the earth scientists led by dr grace augustine sigourney weaver of aliens have developed the technology that has allowed them to clone perfect replicas of navi beings that are inhabited by the consciousness of humans they call these replicas avatars in hindu mythology an avatar is a reincarnated deity but can also mean a temporary representation of a person object or concept in a virtual world the film deals largely with the second definitionbeing an avatar gives sully an optimistic new outlook on his life and career as well as a newfound sense of freedom from the confines of being a wheelchairbound war veteran predictably he is reluctantly welcomed into the navi wayoflife by neyteri zoe saldana and is thus absorbed into their culture he comes to see for himself that they are not the primitive violent savages that they were made out to be by his handlers and eventually develops a love for neyteri her people and her world putting his mission and loyalties to the human race at risk and it soon becomes clear that he may very well be the only thing keeping these peaceful creatures from being exterminated by earths gungho military forceslet me just say this movie is a phenomenon and a continual pleasure to watch on the screen i wasnt expecting the epic magnificence of titanic but i was expecting something on the scale of the terminator my favorite cameron film my favorite scifi film and my favorite film of all time and aliens cameron has been wise in expecting avatar to not outdo titanic avatar has been camerons pet project since but he felt that the special effects technology of the time was not developed well enough and we know where he went nextcameron has always had a way with special effects in his movies hes careful to not drown the humans their performances and our emotional attachments to them in endless special effects sequences and there are plenty of epic battle sequences to get your mouth watery so dont worry about cameron skimping on suspenseful action scenes even though the film is done largely using highly advanced motioncapture animation techniques the performances from sam worthington and zoe saldana especially are virtually flawless and they are able to give their computergenerated alien counterparts believable ranges of emotion that allow great sympathy toward them and their causei have to say that since james cameron is my favorite director he has done it again he has made a movie that defies expectations and the imagination and is yet another worthy entry into an otherwise impeccable catalog of bigbudget groundbreaking special effectsladen spectacles i will be very displeased with the academy awards if avatar does not win all of the special effects categories because it deserves them all of them avatar is filled with stunning performances special effects and imagery so that if im not mistaken in my honest opinion this is the best movie of the year1010,positive
102,doc_103,true blue baby i love you well i would not go that far but those cameron crazies are definitely milking the love of james camerons longawaited science fiction phenom avatar it is racking in the millions and will probably sink camerons titanic as the most profitable film of all time avatar is camerons vision of a planet named pandora inhabited by the navi tribe a blueskinned yelloweyed humanoid race with their own language culture and spirituality the only difference that in the navi you cannot put your mind at ease since they exactly do not put up the welcome mats to the general human race that is where the avatarados come in the avatar program is one where they mix the dna of humans and navis to convert into the look of a navi and mechanically zip your way into pandoras box our avatar hero is jake sully a paraplegic war veteran who in exchange for some legs promised by a ruthless colonel quaritch enters the avatar program to infiltrate the navi people so the human army can conquer planet pandora sully however does not follow the avatar game plan and ends up bonding with the navis and falls in love with the beautiful navette neytiri i guess neytiri did give jake some blueballs during their whoopee session anyway sully becomes more connected to his avatar self than his real self the army of greedy humans become disconcerted with jakes navi love and decide to overcome the tribe with grandiose mechanical machines jake the navis are not alone in this fight jake also has his avatar mates to aid him the avatar expert scientist dr grace augustine and the smarty sidekick norm spellman not to mention the sarcastic female private trudy chacon who rebels against colonel quatrichs ruthless antics to eradicate the navi tribe director james camerons titanic direction of avatar is one revolutionary wizardry piece of work that is definitely groundbreaking in the future of the science fiction genre the films art direction cinematography makeup and special effects not to get too technical was a technical masterpiece sam worthington as sully and zoe saldana as neytiri were solid with their starring performances worthington was worthy with his sly work and saldana was not killing zoe with her expressive thespian effort the supporting acting of avatar did not make me blue also most notably sigourney weaver as dr augustine and michelle rodriguez as chacon however the villainous colonel quartich was played a bit over the top by stephen lang my only true blue note of avatar was camerons monotonous screenplay especially during the sully neytiri socalled love scenes a bit too pocahontaslike for my taste but avatar is not primarily about the words is about the vision and i see you i mean i see avatar as an epical science fiction film that will stand the test of time in the history of motion pictures good,positive
103,doc_104,some thoughts on this moviefirst in many ways it was very manipulative the bad guys were painted in the darkest tones while the aliens and nice humans were painted in the brightest colors no one was given any depth the amusingly named unobtainium really really is valuable but they never tell you for what or why they are willing to send people across the galaxy to die or kill for iteven the character design was pulling the heart strings of course the aliens look like your kittykat ooooooh how cute meanwhile your mercenaries looked like thugs and rednecksthe movie telegraphs its punches so loudly you might as well see the words plot point flash across the screens like when the alien babe tells the hero that riding the turok was a big honking deal well you wouldnt be losing any money betting hed be riding it by the end of the moviesome point were laughable like the mecha that happened to have a big knife as part of the equipment okay it looks cool and all but whats the practical application of that not to mention the tedious pace in parts of the film kind of like titanic when you said just hit the damned iceberg already not a bad film but really overrated,negative
104,doc_105,you cant really say more about avatar that has already been said however we will say that it definitely deserves a top spot in your bluray disc library from the opening space arrival scene to the final battle this film has it all in terms of a video feast for the eyes and excitement for the ears whether watching the 3d or 2d bluray version of this film the main things to take note of are outstanding black levels the scene where jake sully is trapped in the jungle at night and the fantastic color layering in the animals plants and landscapes presented in the filmalso although the soundtrack isnt the hitemoverthehead variety it is a great example of wellblended and properly balanced audio mixing which makes it the perfect complement for the video presentation of course the best way to watch this film is in 3d the 3d doesnt push you away but draws you into the fantastical world of pandora that james cameron created,positive
105,doc_106,i dont give a rip if people find this helpfulnot that i didnt totally enjoy this movie or terminator before it but james cameron needs to do one little thing add a writing credit to this film that says based upon the short story call me joe by poul anderson and maybe even a coauthor credit because cameron snagged large amounts of plot maybe even some dialogue how could cameron do this and not know that science fiction readers would not recognise a worldclass hugoaward winning story even the original day the earth stood still gave credit to the harry bates story farewell to the master and that was not even as highly recognised as call me joe is years after it was writtenavatar does not simply use little elements of that short story ut blatantly uses major plot elements including the very end these things were not created by james cameron they were created by a science fiction writer named poul anderson and these things were created not in but in if cameron thinks that he can just do this thing and people will not say anything about it hes mistaken i know he used it many other people know it and cameron himself knows it because practically everything that is in the short story has been either used outright or referred to in the filmanybody who has read the anderson work and then seeing this film can not afterward say that this is a coincidence or cameron has just borrowed a few of the things from that story no nope lets list the basic things which are similar1 a ruined person is given a job driving another body2 this body gives him full use of his legs the driver is exhilarated enjoying his new body as much as possible even razzing his superiors but the man who in the story is named ernest anglsey is chiefly most interested in one thing survival this parallels the film in every way possible3 the ruined persons actual body rapidly deteriorates while the avatar or in the case of the story psuedojovian body gets stronger this is a major plot element used in the film4 eventually the ruined mans brain has been moved compleately into the psuedojovian body5 in call me joe this story takes place on a moon of jupiter and on the surface of jupiter in avatar the planet pandora revolves around a superjovianthere had to be a process where this could happen in call me joe the machine in which the ruined guy sits is getting feedback from the brain of the psuedojovian and wrecking part of the machine a ktube in this regard avatar is changed from call me joe in which a technician is sent to investigate why the ktubes are failing this includes a twoyear jaunt in frozen sleep from earth to jupiter just like how avatar begins with sully taking a 5year trip in frozen sleep still not convinced the short story is told as a narrative by the technician avatar is told in a narrative by sully the technician cornelius is baffled but eventually discovers this it turns out that anglsey had been writing himself into the empty pseudo jovian brain the entire time a brain that was made better than a human brain so in the end of call me joe the man discards happily his old ruined body the doctors said he went out with a smile on his face and this is the exact ending of avatar cameron took this storyline and created a planet that could store a human mind a planet where every living thing can biologically interface with every other living thing because the trees are a hive mind of some sort not that i do not admit that i like the things cameron did with this story but he should have given poul anderson direct credit for this because as much as i wanted to believe that this was a total coincidence i cannot believe it now after watching this film cameron had to have deliberately used itnow regarding the film all i can say is wow and i apologies for having to include that previous spoiler it is a very good film and i would have loved to seen it in 3d seriously the only thing that annoyed me was camerons use of the story without giving credit the imagery is fantasticit is hard to imagine a planet that lights up at night it is hard to imagine live action blended with an eerie pixar style of animation the earthbased things people ships guns all look like they are from earth but the things that are from pandora look like they come from pandora especially when the two things are shown together james horner creates a great score using elements from aliens titanic and enemy at the gatesmy favourite shot is when the shuttle is first descending into the pit on pandora we do not understand the size of the pit until the next shot which reveals a massive machine digging up the groundcameron says a lot about ecology in this film he shows us the conflict between corporate and scientific and the resulting atrocities that occur this has even occurred in the us in our treatment of our indigenous population most of the things we use for energy today were life forms in the past and this concept it explored in the avatar material unobtanium named so because it probably cannot be obtainedregardless of camerons use of a classic short story without crediting it i highly enjoyed this but if cameron is thinking of any return trips to pandora he needs a return trip to the united states copyright office,positive
106,doc_107,in preparation for watching alita battle angel i decided to watch a film that revolutionised how cgi is used in avatar the highest grossing film of all time the premise of the film sees a disabled human travel to an alien planet where he makes a connection with the natives sam worthington was relativley new in this film and i thought he did an okay job in this film his dead pan humour actually worked in this film and made him a bit enjoyable to watch but most of the time he is just bland and boring as a performer in most of his films including this one the supporting cast is very good zoe saldana plays neytiri the local to the planet and she does a very good job in her role i actually found her character interesting and i cared about her more then the main character sigourney weaver does a great job in this film she delivers a charismatic charming performance showing just how good an actress she can be when she commits to a role stephen lang plays a villain in this film and he is so fun to watch in this film he revels in the role and is just an entertaining character to watch in this film giovanni ribisi isnt in this film a huge amount but he is a really good actor and i enjoyed watching him in his role in the film the story is simple to watch it is executed okay with you buying into the story as the film develops however this film is incredibly predictable and you realise that you know the ending way before it takes place the script is good with a decent mix of drama and umour at times the humour suprised me as it actually made me laugh at times the style of the film was the biggest selling point for this film and years later it mostly still holds up and looks fantastic the colour used in the film makes this such a vibrant film to watch and adds to the conflict in the film also even though this film is almost hours long it flows very well and i was enjoyed throughout overall this film is a great spectacle to watch that is definitly worth a watch,positive
107,doc_108,avatar is that rare film where everything you ever hear about it is absolutely true all the criticism is valid and all the praise is justified it really is the sibling of james camerons titanic in that it is a very ordinary story presented in an extraordinary fashion your opinion of it will be determined by whether you care about what a movie has to say or how it says itjake sully sam worthington is a crippled marine in a future where a corporation has established a mining colony on the alien world of pandora jakes twin brother was part of the avatar program where human beings have their minds projected into genetically engineered bodies that resemble the natives of pandora foot tall blue humanoids called the navi the idea is that by presenting themselves in similar forms they can more successfully interact with the navi when jakes brother dies the wheelchairbound marine is offered the chance to take his place because only someone with his brothers dna can drive his alien formwhen jake arrives on pandora and jumps into his navi body he finds himself caught between the scientist dr grace augustine sigourney weaver who wants jake to help her learn about the aliens and their world and colonel miles quaritch stephen lang who wants jake to get him militarily useful intelligence on the navi the head of the mining colony parker selfridge giovanni ribisi doesnt care a whit about jake he just wants the navi to leave their homes so he can dig up a mineral called unobtainium which is worth million dollars a kiloyou may have heard avatar described as dances with wolves in space well thats a pretty fair characterization as the rest of the movie is all about jake becoming part of the navi learning their ways falling in love with a female named neytiri zoe saldana and eventually siding with the aliens in spectacular battle against the humans that are trying to exploit pandora for their own needsthe computer generated images of avatar are the most extensive and best looking stuff thats ever been on the silver screen the scenery is incredibly detailed and realistic the pandoran wildlife and the navi themselves are phenomenally lifelike the advanced technology of the humans like their battletechstyle armored suits are more clearly defined and believably designed than anything youve seen before and unlike some films where the cgi action sequences turn into little more than blurs of color and motion cameron is able to slow things down and keep things clear so you can follow whats happening in even the most dynamic moments watching this entire film is like the first time you saw the dinosaurs in jurassic park or the morphing t1000 from terminator 2now the verisimilitude of computerized special effects doesnt really blow me away i certainly enjoyed looking at avatar but i generally need more than that and i just barely got it from this movie this is an extremely formulaic and pedestrian story theres nothing boring or stupid about it and if you took away all the cgi effects this script wouldnt have made a bad film it just wouldnt have ever been made into a film because theres nothing interesting or compelling about the tale cameron has written in fact there are a couple of points where it seems like cameron deliberately avoided more complex and potentially engaging story possibilities im not sure if he wanted to keep the story as dumbed down as possible or if he simply focused too much on the special effects but this is probably the least dramatically ambitious tale cameron has ever toldavatar is a fun exciting film to watch i can recommend it with no reservations but unless youre obsessed with the latest advances in cgi technology i cant really call it a must see,neutral
108,doc_109,hype can be a very dangerous thing though it is a valuable marketing tool it can also raise expectations to a point beyond which it becomes quite inevitable that the film in question will disappoint at least on one level in the case of avatar promises of a new revolutionary filmmaking style came along with the fact that for an entire generation of filmlovers ie those who were born in the 90s james cameron is a genius but also the pompous buffoon who proclaimed himself king of the world when titanic broke boxoffice records and won oscars some of which should have gone to la confidential this time however the hype was entirely justified avatar camerons first feature project in years is indeed an amazing achievementreturning to his genre of choice namely sciencefiction the director takes us to a new world named pandora an ideal place for colonization in a future where most of earths resources have run out a subtle social commentary since the air on pandora is toxic to humans interactions with the indigenous population called navi are made easier thanks to avatars artificial humannavi hybrids remotely controlled by selected members of a science program one of these people is jake sully a charismatic sam worthington a crippled marine who signs up for the gig when promised a chance to be able to walk again his pragmatism takes a step back however when he learns to appreciate the lifestyle of the blue huge felineshaped navi and falls for one of them the beautiful neytiri zoe saldana problems begin when it becomes clear corporations and military represented by giovanni ribisi and stephen lang dont care about the inhabitants only the planets resources which side will jake chooseyes the story isnt very original part dances with wolves part pocahontas its a classic western film subject in a scifi environment but its also pure cameron man versus technology ironic given the directors penchant for pushing the technical envelope on every movie he makes strong female characters saldana michelle rodriguez and ripley herself aka sigourney weaver tragic love although the two blue creatures kissing gets close to ridiculous james horners epic score complete with a song over the end credits grandiose battles as is often the case what matters is not what kind of story the director tells but how he does itand how does cameron do it he takes us to strange new worlds with an energy and a passion reminiscent of peter jackson pandora does look a bit like middle earth in places providing a feast for the eyes without ever losing track of the story to achieve this he personally developed a new 3d camera and waited over a decade for visual effects to be sufficiently evolved his patience is well rewarded instead of the usual object being thrown at you effect that is associated with 3d movies his use of the technology allows one to totally embrace his creation thanks to a unique sense of depth that gives the impression one actually is there with the characters naturally the third dimension adds extra spectacle come the massive final showdown which packs a neat aliens reference thus uniting the two camerons guerrilla auteur and ambitious blockbustermaker but the focus is always on setting and characters first action secondavatar is an important film a fundamental achievement in the entertainment industry its existence doesnt mark the death of traditional filmmaking honestly who would want to watch bergman or godard in 3d but it is a new exciting side of the art of bringing stories to the big screen make no mistake this is a film that has to be seen in cinemas and for once the extra dimension makes all the difference,positive
109,doc_110,theyve sent us a messagethat they can take whatever they want well we will send them a message that thisthis is our land james camerons avatar is a film that took years in the making it was a project that was really close to cameron and he waited for the right time to be able to release this movie he payed close attention to every detail and perfected the way we see movies in 3d the effort was not cheap as this film is reported to be the most expensive movie ever made avatar will mark a before and after in film history for special effects and 3d all the critics agree that this film is visually stunning and there is no doubt it will win several awards for special effects and art direction i dont think it will win as much awards as titanic camerons last film did or even match its record breaking box office but it will be remembered for all the technical and visual breakthroughs one thing is for sure it will not win any acting awards james cameron has proved in hollywood that he is a great director and that he is on par with spielberg when it comes to special effects he has directed several blockbuster movies such as aliens terminator titanic and now avatar is becoming a hit worldwide visually speaking this movie deserves ten stars but the story is not up to par with the visuals moviegoers who enjoy great special effects and visuals will be blown away by this movie but fans who enjoy good storytelling and writing will leave unimpressed by camerons effort i am more into the storytelling so for me this movie dragged for long periods of times and the plot was very predictable i felt like i was at an art museum looking at all these famous masterpieces but i wasnt entertained throughout the two and a half hours i felt good about the visuals and they were truly remarkable but i didnt walk out of the theater impressed i remember when spielbergs jurrasic park came out and that experience was much more breathtaking than this one i guess i wasnt blown away by avatar and i would find it difficult to sit through two and a half hours to watch this movie againas far as the story goes avatar takes place in the future to be exact in a planet named pandora pandora has a rich and extensive fauna and the natives that inhabit it known as the navis are very connected to this nature and even worship the mother tree as their god humans have set a military base in the planet because it is rich in a new type of mineral or chemical element a gray rock which happens to sell for million a kilo this mineral happens to be under the surface where the navis live so a group of scientists have tried to fit in with the natives by creating avatars which are alien bodies controlled through human minds an approach we have seen before similar to the matrix or surrogates these avatars are controlled by dr grace augustine sigourney weaver who has already worked with cameron in aliens jake sully sam worthington the australian actor who starred in this years terminator film and norm spellman joel moore who is known for his comedic role in dodgeball jake sully a paraplegic ex marine is accepted by the tribe and begins to learn from their culture thanks in most part to the beautiful neytiri zoe saldana who had a role in this years star trek the tribe chiefs daughter who teaches him how to connect with the environment and all he needs to know in order to survive in the jungles of pandora jake begins to have mixed feelings towards the natives and towards his commanders col miles quaritch stephen lang public enemies who has promised to give him the money for the spinal surgery for the exchange of information and parker selfridge giovanni ribisi the greedy corporate boss in charge of the mission from this point on one cannot help but compare the plot to pocahontas it is just an alien version of the new world avatar becomes very predictable and we know what is going to happen but fans are not into this for the plot the audience is here for the visual spectaclethe film might be disappointing plot wise but the special effects make up for it as i said before those film buffs that are into movies for the storytelling will probably be a little unhappy with avatar like i was but those who are into the visuals and special effects will leave this film with a huge smile on their faces there is no doubt james cameron has spent the money wisely and created an entire new world with a beautiful scenery and some cool creatures the first hour and a half dragged a little but once we get to the last hour with the battle scenes the movie really picks up the final battle is one of the greatest action sequences in film on par with the star wars saga or the lord of the ring franchise or even the matrix trilogy however avatar took a little too long to get to this point as it had to introduce us to this new planet dont get me wrong avatar is a good movie but i think there are other films that are much better than this one to be considered in my top list of i was a little disappointed because all of the hype this movie was receiving,neutral
110,doc_111,far far far too many approach this film as if narrative originality is the sole criteria to judge a film on it is true that the film has a lot in common with several other natures gentlemen stories released in the past years the overall film conforms to the dances with wolves template the special editions the far stronger cut even adds a buffalo hunt but jake sully is no mere lt dunbar clone far too many commentators do not take into account that sully is disabled moreover his disability renders him not a man in the eyes of the americansorry earthicanpower structure this marginalization and jakes desire to be seen as fully masculine greatly shift much of the tonalities of the narrative it does raise a different set of difficulties around disability so much so that if you think the story is just the natures gentlemen trope you are not paying attention the film is highly critical of western civilization and technology from the perspective of many type of people not just the first people the obvious analog for the navi the irony of what the film is about and how it was made of course isnt lost on cameron and the inattentive viewer will find metacommentary the story is good all stories deploy tropes avatar is just a bit more obvious in where its narrative ideas come fromanyway qualms about the narrative are largely besides the point the film is so unbelievably good because it is an experience i mean this in the sense that a very vivid thunderstorm is an experience the film stands apart from not only the other films that use the same tropes but other works period through the use of absolutely cutting edge and breath taking cgi exquisite art direction and the directors hand the film is completely immersive the way very few films are to use a quick example cameron sparingly uses pov shots at critical moments ie when getting off the ship for the first time jake waking up in the avatar which not only highlight jakes journey but place you in the world of the film pandora is so wonderfully realized i simply cannot wait for the sequels to see more of this stuffthere is a bluntness to writingunobtainium graceselfridge shock and awethat is often mocked but i find that the bluntness fits the storys anticolonialism is sadly always relevant and there is something utterly satisfying watching the americanssorry earthicanslose to nature for once the films politics are hamfisted for sure but how could they not be the film is all italics and boldnessthis is a truly great film,positive
111,dpc_112,set in the mid22nd century the military are overseeing the mining a precious mineral on a moon called pandora however the expansion of the mining colony threatens the continued existence of a local tribe of navia this causes a hostility between the locals the science devision and armed forces as they have a conflict of interestzoe saldana star trekas neytiri is fantastic as usual sam worthington terminator salvation is well cast in a strong lead role giovanni ribisi sigourney weaver and michelle rodriguezs brief appearances are welcomed also stephen lang as the tough colonel miles quaritch gives a great performance it is a visual spectacular with great acting and effects its a moralistic tale of following orders or protecting an alien world however the story is lazy reminiscent camerons own aliens dances with wolves apocalypto and pocahontas to name a few it mirrors custers last stand vietnam and many other conflicts throughout history while the effects in creating the moon pandora are mindblowing the lack of originality leaves you disappointed im sure teenagers will love it its the perfect money maker james cameron is a fantastic director and is instrumental in pushing industry movie techniques forward however in all the special cgi effects the great writer cameron appears to have forgotten about his older fans who wanted a meatier original and complex story,positive
112,doc_113,the evil corporation check only it looks like the government military scientists working with the military exploitation the whole cos playecology being in harmony with nature check only everything from living quarters to animals have cute little interface cables to get online is this where people would have got from sleeping with the cows and sharing disease with the pigs through fecesoverall the script is shallow and puerile the characters are all stock characters from the blue pocahontas to the war mongerer with three scarsthe acting is so and so but i cant blame the actors the usual white european unimaginative story looking down at the natives and at the same time looking up at the noble savage so what can you act on star wars dialoguewhich brings me to the design if i would have seen this one back in maybe i would have been impressed or not in it was boring many games have better graphics and i can go where i please not where the director askedand the animals well jurassic park meet some other boring fantasy film on a remote planet where the atmosphere does not even seem to be right for humans the whole existence is identical with the life of pocahontas as imagined by the superior white intellect the savages have horses and ride them well oh they even have bows and arrowscompared with the work put into jurassic park to gather some resemblance with the real dinosaurs this one is laughable i mean a horse with six legs a dragon that can be ridden and a hammerhead shark headed rhino and the bigger the beast the denser the jungle obviously,neutral
113,doc_114,avatar is a science fiction movie directed by james cameron and stars sam worthington zoe saldana sigourney weaver stephen lang giovanni rabisi and michelle rodriguezvisually this is one of the most beautiful movie ive seen but the viewers who are expecting as strong plot as visuals might be disappointedthe plot of the movie is quite simple and very predictable and we might have seen similar plots in different types of movies although the execution is different in this movie as it shows the relationship between human and navi a species from a distant planet called pandora the navi are shown pretty much like humans and the animals are also pretty similar to the animals on earth but the only difference is that they are more closer to their mother land and humans are there just for the greedthe plot as mentioned earlier doesnt excite much but credit should be given to the development of navi species and their language screenplay is average but with beautiful cinematography you will be engaged to it acting is good and action and stunts are the another strong talking point of the movie background music is superbif you are fan of science fiction movies then this is the movie for you i am sure you will fall in love with the great visuals and superb cinematography of the movie,neutral
114,doc_115,yes the day the earth stood still original is still probably champ but this film gives it a run for its money i had thought james cameron to be an egotistical meglomaniac when i saw him at the academy award ceremonies for titantic but i have changed my mind after avatar cameron is a very good writer and director his sets special effects makeup and production values for avatar are unsurpassed the acting crew led by buffedup gary sinese as an alltime heavy is more than competent sigorney weaver who does her impression of margaret mead the famous anthropologist does a very credible job as well the sets are magnificent as issac asimov once said you can only write good sciencefiction if you are able to create a believable environment that surrounds your story well cameron accomplished that to his credit philosophically however the film is much deeper than the eye candy that we behold for almost two hours ultimately this film is a tragedy or triumph depending on your life view man vs science and nature is an eternal struggle it appears as if nature wins this one but there is plenty of precedent for nature getting clobbered by science and man in the history of mankind the american indian who should have slaughtered the first settlers of the american continent made a fatal mistake and allowed them to live alongside them ultimately these invaders destroyed the american indian and its culture the same could be said for ancient man evolution generally wipes out any previous edition that has basic flaws but is that nature or science there were sequences in the film that were reminiscent of bury my heart at wounded knee the last samurai star wars mutiny on the bounty and full metal jacket an animated film forbidden planet also came to mind the vietnam war apocalypse now platoon go tell the spartans also had parallels the iraq occupation has parallels haleburton anyone there are political considerations conservative hardliners might favor the colonists liberals would naturally tend to favor the natives but nature has no political alliance nature overcomes all political and religious beliefs there is no need to go any further than deep impact to realize that scenario the bad one not the lucky one or sunshine once again bad scenario not the lucky one science and man are always destined to lose to nature the vast majority of times occasionally science and man wins but those wins are only temporary nature always wins in the end,positive
115,doc_116,okay so i wanna talk for a minute about james cameron james cameron is one of my all time favorite filmmakers ever he is proven to be a true master at directing films look at his body of work and you shall see it really speaks for itself avatar is a masterpiece in many ways to me theres the amazing special effects and visuals that were so revolutionary back at the time of its release in and those visuals really are incredible seeing pandora and all its illustriousness is so enchanting the effects pull you in and the talented actors keep you interested in the captivating story the actors really do a great job here zoe saldana sam worthington sigourney weaver and michelle rodriguez all give it their all here the characters are likable and the film makes you care about them and root for them the story is kinda predictable i guess meaning there arent a whole lot of big twists but thats ok by me because the film is done in such a magnificent way that it doesnt need anything like that bottom line this is a great story told by talented actors and illustrated with spectacular visual effects there are also moments of real emotion here and thats due to the depth in the characters i recommend avatar to any and everyone im so excited for these sequels,positive
116,doc_117,amazing special effects and nothing more its long pretty dull story which is suspiciously similar to pocahontas james cameron is getting worse and worse with his movies he used to make amazing movies even his old action movies had strong plots,negative
117,doc_118,james cameron had not directed any movie since being the king of the world after titanic in this big movie avatar is certainly more than an worthy comeback project to again relaunch mr cameron back into filmdoms firmamentwhen i first saw the trailer some months ago i admit that i was not entirely enticed to catch this film lately though the film had been garnering nominations and wins for best picture in some yearend award giving bodies including the golden globes and finally i was lucky enough to win two free tickets to a special invitational 3d screening tonight so there was no question that i would watch this and wow i am sure glad that i didtruth to tell the basic story is not entirely new as we have seen it in various incarnations in so many previous movies however the grand imaginative vision of mr james cameron is what elevated this piece into the masterpiece that it is we are effectively transported to a whole new time in the 22nd century and planet called pandora with plant and animal life the likes of which we have never seen beforethe magical effect of 3d was put to good effect in the whole movie from the amazingly big battle scenes to quiet scenes the 3d drew us into this alien place as more than a mere spectator i found it hard to imagine watching this film in regular 2d the extra money you would pay to enjoy the 3d is very much worth itthe acting of the humans and the aliens were all very good clearly standing out are the good guys led by sam worthington very convincing as both the crippled marine jake sully and his alien avatar and sigourney weaver as his mentor and leader of the avatar project dr grace augustine on the alien side female characters like zoe saldanas neytiri and cch pounders moat stand out the bad guys were a bit on the cardboard side one dimensional in their wanton greed and evil machinationsthis film is definitely a frontrunner in the award season in the next few months it is clearly the leader in the field of visual effects cameron reportedly conceived this project back in but only pushed through now when the technology to realize his vision had been developed and how we the audience are also effectively drawn into the heart that beats within the story and get caught up in the adrenaline rush of the action along the way this is told as only james cameron can indeed he is back,positive
